Switzerland,Etablissement Cantonal dAssurance,41,228,98,0.0715,
Switzerland,Fink Telecom Services GmbH,41,228,63,0.0715,
Switzerland,Inovia Services SA,41,228,66,0.0715,
Switzerland,Komodos SA,41,228,55,0.0715,
Switzerland,Lycamobile,41,228,54,0.0715,
Switzerland,MTEL Schweiz GmbH,41,228,69,0.0715,
Switzerland,Mitto AG,41,228,57,0.0715,
Switzerland,Nexphone AG,41,228,65,0.0715,
Switzerland,Relario AG,41,228,51,0.0174,
Switzerland,Salt Switzerland,41,228,03,0.0672,
Switzerland,Salt Switzerland Fixed Line,41,228,998,0.0672,
Switzerland,Schweizerische Bundesbahnen SBB,41,228,06,0.0715,
Switzerland,Spusu CH,41,228,71,0.0715,
Switzerland,Sunrise,41,228,02,0.0165,
Switzerland,Sunrise,41,228,08,0.0165,
Switzerland,Sunrise,41,228,12,0.0165,
Switzerland,Sunrise,41,228,52,0.0165,
Switzerland,Sunrise,41,228,53,0.0165,
Switzerland,Sunrise,41,228,60,0.0165,
Switzerland,Sunrise Fixed Line,41,228,997,0.0165,
Switzerland,Swisscom,41,228,01,0.0174,
Switzerland,Swisscom,41,228,11,0.0174,
Switzerland,Swisscom Fixed Line,41,228,999,0.0174,
Switzerland,Telecom26 AG,41,228,62,0.0715,
Switzerland,Tismi BV,41,228,70,0.0715,
Switzerland,Vectone Mobile Limited,41,228,59,0.0715,
Switzerland,All Networks,41,,,0.0715,
Thailand,AIS TH,66,520,01,0.0135,
Thailand,AIS TH,66,520,03,0.0135,
Thailand,AIS TH,66,520,23,0.0135,
Thailand,MY TH,66,520,00,0.0135,
Thailand,MY TH,66,520,02,0.0135,
Thailand,TOT TH,66,520,15,0.0135,
Thailand,TOT TH,66,520,17,0.0135,
Thailand,TOT TH,66,520,20,0.0135,
Thailand,TOT TH,66,520,47,0.0135,
Thailand,DTAC,66,520,5,0.0135,
Thailand,DTAC,66,520,18,0.0135,
Thailand,TrueMove,66,520,4,0.0135,
Thailand,TrueMove,66,520,25,0.0135,
Thailand,TrueMove,66,520,88,0.0135,
Thailand,TrueMove,66,520,99,0.0135,
Thailand,All Networks,66,,,0.0135,
Ukraine,Intertelecom,380,255,04,0.1361,
Ukraine,Kyivstar,380,255,02,0.1359,
Ukraine,Kyivstar,380,255,03,0.1359,
Ukraine,PEOPLEnet,380,255,21,0.1251,
Ukraine,lifecell,380,255,06,0.1359,
Ukraine,TriMob,380,255,07,0.165,
Ukraine,MTS Ukraine,380,255,01,0.1314,
Ukraine,All Networks,380,,,0.165,
United Kingdom,Cable & Wireless United Kingdom,44,235,92,0.0416,
United Kingdom,Everything Everywhere,44,235,02,0.0416,
United Kingdom,3 UK,44,235,94,0.0416,
United Kingdom,Vectone Mobile,44,235,00,0.0416,
United Kingdom,Vodafone UK,44,235,91,0.0416,
United Kingdom,All Networks,44,,,0.0416,
United States,AT&T,1,310,150,0.007,
United States,AT&T,1,310,170,0.007,
United States,AT&T,1,310,280,0.007,
United States,AT&T,1,310,380,0.007,
United States,AT&T,1,310,410,0.007,
United States,AT&T,1,310,560,0.007,
United States,AT&T,1,310,670,0.007,
United States,AT&T,1,310,680,0.007,
United States,AT&T,1,311,160,0.007,
United States,AT&T,1,311,180,0.007,
United States,T-Mobile,1,310,160,0.007,
United States,T-Mobile,1,310,200,0.007,
United States,T-Mobile,1,310,210,0.007,
United States,T-Mobile,1,310,220,0.007,
United States,T-Mobile,1,310,230,0.007,
United States,T-Mobile,1,310,240,0.007,
United States,T-Mobile,1,310,250,0.007,
United States,T-Mobile,1,310,260,0.007,
United States,T-Mobile,1,310,270,0.007,
United States,T-Mobile,1,310,310,0.007,
United States,T-Mobile,1,310,490,0.007,
United States,T-Mobile,1,310,660,0.007,
United States,T-Mobile,1,310,800,0.007,
United States,Verizon,1,311,110,0.007,
